game,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT02/1696938,Camille,Lillia,Galio,Xayah,Rakan,Gragas,Olaf,Sett,Kai'Sa,Leona,1
ESPORTSTMNT02/1696945,Kennen,Hecarim,Syndra,Kai'Sa,Gragas,Gnar,Lillia,Orianna,Xayah,Rell,0
ESPORTSTMNT02/1696960,Renekton,Olaf,Syndra,Samira,Leona,Ornn,Udyr,Yone,Kai'Sa,Alistar,0
ESPORTSTMNT02/1696997,Gnar,Graves,Twisted Fate,Kai'Sa,Alistar,Camille,Skarner,Galio,Seraphine,Rell,1
ESPORTSTMNT02/1687439,Ornn,Taliyah,Lucian,Vayne,Galio,Wukong,Kha'Zix,Orianna,Kai'Sa,Thresh,1
ESPORTSTMNT02/1687440,Wukong,Pantheon,Azir,Aphelios,Thresh,Aatrox,Jarvan IV,Orianna,Kai'Sa,Nautilus,1
ESPORTSTMNT05/1822010,Sylas,Jarvan IV,Azir,Miss Fortune,Rakan,Malphite,Lillia,Varus,Aphelios,Thresh,1
ESPORTSTMNT02/1687457,Aatrox,Graves,Syndra,Vayne,Sett,Gragas,Pantheon,Ryze,Kalista,Nautilus,1
ESPORTSTMNT02/1687462,Gnar,Graves,Azir,Seraphine,Nautilus,Aatrox,Jarvan IV,Orianna,Aphelios,Thresh,0
ESPORTSTMNT02/1687492,Fiora,Udyr,Ekko,Kai'Sa,Braum,Wukong,Jarvan IV,Orianna,Xayah,Alistar,1
ESPORTSTMNT02/1697121,Renekton,Taliyah,Azir,Xayah,Alistar,Gragas,Kha'Zix,Orianna,Kai'Sa,Rell,1
ESPORTSTMNT02/1687513,Volibear,Lillia,Orianna,Kai'Sa,Rell,Renekton,Nidalee,Zoe,Ashe,Gragas,0
ESPORTSTMNT02/1687517,Gnar,Graves,Azir,Seraphine,Nautilus,Irelia,Skarner,Zoe,Aphelios,Thresh,0
ESPORTSTMNT02/1687518,Gragas,Olaf,Azir,Samira,Nautilus,Renekton,Nidalee,Yone,Kai'Sa,Galio,1
ESPORTSTMNT02/1697146,Renekton,Hecarim,Orianna,Kai'Sa,Galio,Ornn,Jarvan IV,Sylas,Senna,Bard,1
ESPORTSTMNT02/1687540,Camille,Lillia,Syndra,Ashe,Galio,Volibear,Udyr,Azir,Miss Fortune,Alistar,0
ESPORTSTMNT02/1687553,Gnar,Pantheon,Seraphine,Miss Fortune,Rell,Aatrox,Hecarim,LeBlanc,Jhin,Maokai,1
ESPORTSTMNT02/1687555,Ornn,Udyr,Lucian,Syndra,Galio,Renekton,Taliyah,Azir,Kai'Sa,Alistar,1
ESPORTSTMNT05/1822036,Sion,Lillia,Seraphine,Xayah,Galio,Gnar,Hecarim,Kassadin,Kai'Sa,Leona,1
ESPORTSTMNT02/1687583,Lulu,Udyr,Zoe,Kalista,Rell,Camille,Dr. Mundo,Twisted Fate,Senna,Seraphine,0
ESPORTSTMNT02/1687593,Aatrox,Udyr,Orianna,Jhin,Rell,Irelia,Nocturne,Syndra,Kai'Sa,Gragas,1
ESPORTSTMNT05/1822041,Jayce,Udyr,Azir,Xayah,Rell,Gnar,Lillia,Ryze,Kai'Sa,Gragas,1
ESPORTSTMNT02/1687636,Jayce,Udyr,Zoe,Ezreal,Leona,Gnar,Graves,Twisted Fate,Kai'Sa,Rell,1
ESPORTSTMNT02/1687658,Volibear,Udyr,Orianna,Miss Fortune,Rell,Renekton,Nidalee,Taliyah,Vayne,Gragas,0
NA1/3778829699,Gragas,Olaf,Sylas,Xayah,Sett,Gnar,Hecarim,Viktor,Kai'Sa,Thresh,0
NA1/3779228873,Camille,Taliyah,Tristana,Miss Fortune,Galio,Renekton,Graves,Orianna,Jhin,Alistar,1
NA1/3779029430,Renekton,Elise,Twisted Fate,Ezreal,Nautilus,Maokai,Hecarim,Sylas,Aphelios,Thresh,0
NA1/3781289843,Gnar,Udyr,Azir,Kai'Sa,Leona,Malphite,Jarvan IV,Orianna,Xayah,Rakan,1
NA1/3778959506,Irelia,Lillia,Sylas,Xayah,Alistar,Wukong,Hecarim,Orianna,Kai'Sa,Rell,0
NA1/3779348572,Ornn,Kindred,Sylas,Ezreal,Seraphine,Volibear,Ekko,Lucian,Senna,Leona,0
NA1/3781389765,Renekton,Udyr,Zoe,Ezreal,Alistar,Gnar,Olaf,Malzahar,Senna,Galio,1
NA1/3779229274,Renekton,Nidalee,Cassiopeia,Kai'Sa,Leona,Volibear,Taliyah,Twisted Fate,Xayah,Thresh,0
NA1/3781290220,Renekton,Taliyah,Lucian,Twitch,Nautilus,Volibear,Lillia,Orianna,Ezreal,Rakan,1
NA1/3779079703,Malphite,Lillia,Lucian,Aphelios,Gragas,Gangplank,Udyr,Sylas,Miss Fortune,Rell,1
NA1/3781290330,Shen,Jarvan IV,Sylas,Aphelios,Galio,Mordekaiser,Hecarim,LeBlanc,Kai'Sa,Rell,1
NA1/3781409983,Gangplank,Lillia,Rumble,Vayne,Leona,Wukong,Udyr,Seraphine,Xayah,Rell,1
NA1/3781290716,Shen,Hecarim,Sylas,Kai'Sa,Leona,Illaoi,Kindred,Twisted Fate,Xayah,Rakan,0
ESPORTSTMNT02/1687833,Volibear,Lillia,Corki,Kai'Sa,Galio,Renekton,Taliyah,Zoe,Jhin,Alistar,1
ESPORTSTMNT02/1697370,Gnar,Hecarim,Azir,Kai'Sa,Alistar,Renekton,Skarner,Ryze,Xayah,Galio,0
ESPORTSTMNT05/1822078,Sett,Udyr,Viktor,Kai'Sa,Nautilus,Ornn,Pantheon,Syndra,Xayah,Rell,0
ESPORTSTMNT05/1831954,Shen,Hecarim,Orianna,Kai'Sa,Seraphine,Camille,Udyr,Galio,Tristana,Rell,1
ESPORTSTMNT02/1687878,Gangplank,Udyr,Ekko,Aphelios,Thresh,Irelia,Nidalee,Azir,Miss Fortune,Rell,1
ESPORTSTMNT02/1697390,Wukong,Udyr,Azir,Xayah,Rakan,Aatrox,Dr. Mundo,Galio,Senna,Leona,1
ESPORTSTMNT02/1697399,Volibear,Taliyah,Seraphine,Kai'Sa,Alistar,Aatrox,Pantheon,Azir,Senna,Rell,0
ESPORTSTMNT05/1831973,Ornn,Udyr,Lucian,Jhin,Blitzcrank,Gangplank,Karthus,Yone,Aphelios,Thresh,1
ESPORTSTMNT02/1697414,Gragas,Taliyah,Jayce,Kai'Sa,Alistar,Aatrox,Lillia,Irelia,Tristana,Rell,0
ESPORTSTMNT02/1697418,Gnar,Skarner,Seraphine,Ashe,Rell,Gangplank,Udyr,Orianna,Kai'Sa,Nautilus,0
ESPORTSTMNT02/1697422,Irelia,Taliyah,Akali,Aphelios,Rell,Gnar,Olaf,Orianna,Kai'Sa,Thresh,0
ESPORTSTMNT05/1822116,Jayce,Udyr,Orianna,Xayah,Alistar,Gnar,Taliyah,Syndra,Kai'Sa,Sett,0
ESPORTSTMNT05/1831990,Renekton,Pantheon,Cassiopeia,Kai'Sa,Thresh,Volibear,Lillia,Viktor,Lucian,Galio,0
ESPORTSTMNT02/1687937,Ornn,Olaf,Seraphine,Kai'Sa,Nautilus,Gnar,Udyr,Azir,Aphelios,Thresh,0
ESPORTSTMNT02/1697447,Renekton,Olaf,Viktor,Xayah,Leona,Shen,Udyr,Galio,Kai'Sa,Alistar,0
ESPORTSTMNT05/1822122,Sett,Nocturne,Azir,Miss Fortune,Rell,Gragas,Graves,Viktor,Senna,Leona,1
ESPORTSTMNT02/1697451,Aatrox,Udyr,Ekko,Xayah,Rakan,Kled,Hecarim,Orianna,Kai'Sa,Leona,0
ESPORTSTMNT05/1822123,Renekton,Rek'Sai,Twisted Fate,Jhin,Alistar,Aatrox,Evelynn,Lucian,Samira,Rakan,1
ESPORTSTMNT03/1710690,Renekton,Nidalee,Azir,Miss Fortune,Galio,Gragas,Hecarim,Orianna,Kai'Sa,Nautilus,0
ESPORTSTMNT05/1822125,Quinn,Udyr,Azir,Ashe,Nautilus,Renekton,Hecarim,Vel'Koz,Kai'Sa,Leona,1
ESPORTSTMNT02/1697474,Gangplank,Graves,Ryze,Kai'Sa,Rell,Sion,Hecarim,Azir,Xayah,Rakan,1
ESPORTSTMNT03/1710716,Lulu,Olaf,Azir,Xayah,Rell,Renekton,Nidalee,Zoe,Kai'Sa,Nautilus,0
ESPORTSTMNT02/1687995,Ornn,Graves,Akali,Kai'Sa,Sett,Gnar,Hecarim,Azir,Miss Fortune,Rell,1
ESPORTSTMNT02/1697484,Gnar,Hecarim,Azir,Xayah,Seraphine,Rumble,Udyr,Orianna,Kai'Sa,Alistar,1
ESPORTSTMNT02/1688007,Aatrox,Hecarim,Irelia,Kai'Sa,Rell,Gragas,Udyr,Viktor,Tristana,Leona,1
ESPORTSTMNT02/1688009,Renekton,Taliyah,Azir,Xayah,Rell,Gangplank,Lillia,Akali,Kai'Sa,Galio,0
ESPORTSTMNT02/1688035,Aatrox,Pantheon,Orianna,Jhin,Sett,Gnar,Udyr,Azir,Tristana,Rell,1
ESPORTSTMNT02/1697552,Irelia,Pantheon,Seraphine,Senna,Sett,Gangplank,Ivern,Orianna,Kai'Sa,Rell,0
ESPORTSTMNT03/1710766,Gnar,Taliyah,Viktor,Miss Fortune,Rell,Gangplank,Nidalee,Renekton,Kai'Sa,Alistar,1
ESPORTSTMNT02/1697558,Gnar,Olaf,Orianna,Ashe,Rell,Gangplank,Graves,Zoe,Kai'Sa,Alistar,1
ESPORTSTMNT03/1710774,Gnar,Graves,Syndra,Miss Fortune,Thresh,Wukong,Hecarim,Sylas,Kai'Sa,Rell,0
ESPORTSTMNT06/1570185,Renekton,Lillia,Yone,Aphelios,Leona,Sion,Hecarim,Viktor,Kai'Sa,Gragas,0
ESPORTSTMNT06/1570194,Renekton,Olaf,Cassiopeia,Kai'Sa,Rell,Gragas,Lillia,Yone,Aphelios,Thresh,0
ESPORTSTMNT02/1688108,Aatrox,Hecarim,Azir,Seraphine,Alistar,Gragas,Pantheon,Twisted Fate,Samira,Rell,0
ESPORTSTMNT05/1832032,Renekton,Udyr,Vel'Koz,Aphelios,Thresh,Jayce,Lillia,Syndra,Kai'Sa,Rell,0
ESPORTSTMNT05/1832035,Gragas,Graves,Azir,Kai'Sa,Alistar,Renekton,Nidalee,Yone,Xayah,Rakan,1
ESPORTSTMNT06/1570202,Gragas,Olaf,Azir,Aphelios,Thresh,Aatrox,Kindred,Seraphine,Kai'Sa,Rell,1
ESPORTSTMNT02/1688134,Gragas,Hecarim,Azir,Vayne,Alistar,Camille,Nidalee,Galio,Kai'Sa,Leona,1
ESPORTSTMNT02/1697661,Gnar,Udyr,Viktor,Kai'Sa,Galio,Aatrox,Dr. Mundo,Azir,Xayah,Leona,1
ESPORTSTMNT02/1688147,Jax,Taliyah,Sylas,Ashe,Rell,Camille,Nidalee,Orianna,Senna,Galio,1
ESPORTSTMNT02/1688155,Gnar,Lillia,Azir,Miss Fortune,Rell,Renekton,Evelynn,Vel'Koz,Kai'Sa,Alistar,1
ESPORTSTMNT05/1832055,Renekton,Lillia,Syndra,Kai'Sa,Gragas,Volibear,Skarner,Yone,Xayah,Galio,0
ESPORTSTMNT02/1688157,Malphite,Olaf,Corki,Kai'Sa,Galio,Gangplank,Taliyah,Azir,Aphelios,Rell,1
ESPORTSTMNT05/1832061,Gragas,Pantheon,Zoe,Miss Fortune,Nautilus,Rumble,Hecarim,Azir,Kai'Sa,Alistar,1
ESPORTSTMNT02/1697703,Ornn,Pantheon,Vel'Koz,Vayne,Sett,Gragas,Jarvan IV,Orianna,Kai'Sa,Rell,1
ESPORTSTMNT05/1832063,Camille,Udyr,Azir,Miss Fortune,Galio,Mordekaiser,Olaf,Corki,Xayah,Thresh,1
ESPORTSTMNT02/1688166,Gnar,Lillia,Lucian,Seraphine,Rell,Ornn,Olaf,Orianna,Tristana,Leona,0
ESPORTSTMNT02/1688168,Sion,Taliyah,Azir,Aphelios,Thresh,Renekton,Lillia,Corki,Varus,Nautilus,1
ESPORTSTMNT02/1688174,Gangplank,Udyr,Orianna,Kai'Sa,Leona,Gnar,Hecarim,Twisted Fate,Jhin,Braum,0
ESPORTSTMNT05/1832065,Gnar,Nocturne,Seraphine,Senna,Sett,Renekton,Udyr,Azir,Kalista,Thresh,0
ESPORTSTMNT02/1697715,Aatrox,Udyr,Karma,Jhin,Thresh,Sett,Taliyah,Kassadin,Ashe,Rell,1
ESPORTSTMNT05/1832073,Renekton,Lillia,Viktor,Xayah,Alistar,Gnar,Hecarim,Syndra,Kai'Sa,Gragas,0
ESPORTSTMNT02/1688213,Sett,Kindred,Anivia,Ezreal,Seraphine,Gnar,Olaf,Ekko,Tristana,Thresh,0
ESPORTSTMNT02/1688214,Camille,Olaf,Twisted Fate,Kai'Sa,Alistar,Renekton,Udyr,Viktor,Seraphine,Rell,0
ESPORTSTMNT03/1760166,Gnar,Graves,Orianna,Kai'Sa,Galio,Gangplank,Olaf,Twisted Fate,Xayah,Nautilus,0
ESPORTSTMNT05/1832078,Gragas,Nidalee,Jayce,Miss Fortune,Alistar,Ornn,Lillia,Viktor,Jhin,Maokai,0
ESPORTSTMNT03/1750137,Sion,Graves,Syndra,Ezreal,Rell,Sett,Udyr,Orianna,Jhin,Thresh,1
ESPORTSTMNT02/1697729,Gragas,Udyr,Lucian,Ashe,Alistar,Camille,Pantheon,Viktor,Kai'Sa,Nautilus,0
ESPORTSTMNT03/1760186,Renekton,Taliyah,Twisted Fate,Kai'Sa,Nautilus,Volibear,Graves,Syndra,Miss Fortune,Leona,1
ESPORTSTMNT02/1697737,Shen,Graves,Orianna,Kai'Sa,Rakan,Neeko,Pantheon,Zoe,Aphelios,Rell,0
ESPORTSTMNT03/1760225,Aatrox,Skarner,Azir,Xayah,Leona,Gragas,Olaf,Syndra,Kai'Sa,Sett,1
ESPORTSTMNT03/1760234,Gnar,Nidalee,Orianna,Xayah,Braum,Renekton,Lillia,Irelia,Kai'Sa,Galio,1
ESPORTSTMNT02/1697789,Renekton,Evelynn,Sett,Senna,Galio,Gnar,Pantheon,Azir,Kalista,Rakan,1
ESPORTSTMNT02/1697805,Renekton,Udyr,Ryze,Kai'Sa,Leona,Volibear,Taliyah,Twisted Fate,Xayah,Rakan,1
ESPORTSTMNT06/1570248,Gnar,Lillia,Orianna,Ezreal,Bard,Renekton,Hecarim,Syndra,Samira,Rell,1
ESPORTSTMNT06/1570285,Fiora,Lillia,Yone,Kai'Sa,Gragas,Gnar,Nidalee,Twitch,Xayah,Rell,0
ESPORTSTMNT06/1570294,Gnar,Udyr,Twisted Fate,Samira,Rell,Aatrox,Nidalee,Viktor,Vayne,Gragas,0
ESPORTSTMNT06/1570314,Aatrox,Lillia,Tristana,Aphelios,Leona,Wukong,Hecarim,Zoe,Kai'Sa,Rell,0
ESPORTSTMNT03/1750308,Renekton,Olaf,Ryze,Senna,Tahm Kench,Sion,Graves,Syndra,Jhin,Rakan,0
ESPORTSTMNT03/1750317,Renekton,Jarvan IV,Azir,Kai'Sa,Alistar,Gragas,Kindred,Syndra,Xayah,Leona,0
ESPORTSTMNT02/1697945,Gnar,Udyr,Azir,Xayah,Blitzcrank,Lulu,Olaf,Corki,Sivir,Thresh,1
ESPORTSTMNT03/1760458,Renekton,Udyr,Orianna,Senna,Tahm Kench,Gangplank,Olaf,Azir,Seraphine,Maokai,0
ESPORTSTMNT02/1688430,Gangplank,Dr. Mundo,Orianna,Kai'Sa,Rell,Ryze,Pantheon,Syndra,Xayah,Rakan,0
ESPORTSTMNT03/1760480,Renekton,Graves,Orianna,Xayah,Rell,Gnar,Lillia,Azir,Kai'Sa,Alistar,1
ESPORTSTMNT02/1697967,Sion,Graves,Syndra,Kai'Sa,Leona,Gragas,Hecarim,Azir,Miss Fortune,Rell,0
NA1/3784095512,Gragas,Nidalee,Yasuo,Samira,Alistar,Sylas,Hecarim,Renekton,Kai'Sa,Sett,0
ESPORTSTMNT03/1760495,Gragas,Graves,Ryze,Senna,Tahm Kench,Camille,Taliyah,Galio,Kai'Sa,Blitzcrank,0
ESPORTSTMNT02/1688446,Gangplank,Taliyah,Sett,Seraphine,Alistar,Sion,Nidalee,Viktor,Miss Fortune,Rell,0
NA1/3783876375,Camille,Dr. Mundo,Annie,Ezreal,Sett,Gragas,Syndra,Kindred,Aphelios,Thresh,1
NA1/3783746813,Gragas,Olaf,Seraphine,Kai'Sa,Thresh,Wukong,Udyr,Galio,Samira,Nautilus,0
ESPORTSTMNT03/1760500,Gragas,Olaf,Syndra,Ezreal,Bard,Gnar,Graves,Azir,Senna,Thresh,0
NA1/3783986643,Sion,Olaf,Syndra,Xayah,Alistar,Gangplank,Lillia,Azir,Sivir,Thresh,1
ESPORTSTMNT02/1698012,Renekton,Taliyah,Sett,Miss Fortune,Rell,Gnar,Udyr,Syndra,Kalista,Alistar,1
ESPORTSTMNT06/1570343,Gnar,Graves,Sylas,Xayah,Leona,Irelia,Taliyah,Twisted Fate,Kai'Sa,Alistar,1
ESPORTSTMNT02/1698014,Aatrox,Kayn,Seraphine,Senna,Maokai,Sion,Udyr,Syndra,Kai'Sa,Rakan,0
ESPORTSTMNT06/1570353,Sion,Olaf,Orianna,Ashe,Braum,Camille,Jarvan IV,Azir,Kai'Sa,Rakan,1
ESPORTSTMNT06/1570368,Gnar,Hecarim,Galio,Kai'Sa,Rell,Wukong,Lillia,Syndra,Samira,Gragas,0
ESPORTSTMNT06/1570398,Gnar,Jarvan IV,Orianna,Kai'Sa,Alistar,Aatrox,Udyr,Viktor,Xayah,Rell,0
ESPORTSTMNT03/1760696,Gangplank,Udyr,Orianna,Kai'Sa,Rell,Gnar,Dr. Mundo,Vel'Koz,Xayah,Leona,0
ESPORTSTMNT03/1750651,Jayce,Udyr,Orianna,Xayah,Leona,Ornn,Jarvan IV,Corki,Kai'Sa,Rell,0
ESPORTSTMNT03/1760768,Gnar,Lillia,Orianna,Xayah,Nautilus,Vladimir,Hecarim,Sett,Kai'Sa,Leona,0
ESPORTSTMNT03/1760783,Gragas,Olaf,Cassiopeia,Miss Fortune,Thresh,Camille,Hecarim,Anivia,Vayne,Galio,1
ESPORTSTMNT05/1832104,Gnar,Olaf,Azir,Xayah,Alistar,Wukong,Graves,Seraphine,Kai'Sa,Rell,1
ESPORTSTMNT03/1760800,Camille,Lillia,Galio,Jinx,Alistar,Gnar,Jarvan IV,Azir,Xayah,Rell,0
ESPORTSTMNT03/1760816,Shen,Kha'Zix,Vladimir,Kai'Sa,Galio,Mordekaiser,Lillia,Lucian,Samira,Alistar,1
ESPORTSTMNT05/1832108,Gnar,Pantheon,Seraphine,Senna,Tahm Kench,Camille,Gragas,Ryze,Kai'Sa,Leona,0
ESPORTSTMNT03/1750741,Renekton,Lillia,Azir,Vayne,Gragas,Quinn,Nidalee,Ekko,Jhin,Rell,1
ESPORTSTMNT03/1760831,Gnar,Graves,Galio,Sivir,Alistar,Gangplank,Skarner,Azir,Ezreal,Rell,0
ESPORTSTMNT05/1832109,Volibear,Pantheon,Azir,Kai'Sa,Rell,Kennen,Kindred,Twisted Fate,Senna,Wukong,1
ESPORTSTMNT03/1760848,Gangplank,Hecarim,Orianna,Kai'Sa,Leona,Aatrox,Lillia,Irelia,Senna,Galio,1
ESPORTSTMNT03/1760856,Ornn,Udyr,Viktor,Aphelios,Thresh,Gnar,Graves,Orianna,Kai'Sa,Nautilus,1
ESPORTSTMNT03/1750782,Cho'Gath,Graves,Yone,Miss Fortune,Seraphine,Gangplank,Taliyah,Sylas,Kai'Sa,Alistar,0
ESPORTSTMNT03/1750802,Gragas,Rek'Sai,Zoe,Samira,Rell,Aatrox,Taliyah,Galio,Kai'Sa,Sett,0
NA1/3786520964,Nasus,Udyr,Orianna,Jhin,Thresh,Volibear,Lillia,Zoe,Senna,Tahm Kench,1
ESPORTSTMNT03/1750835,Gangplank,Graves,Azir,Kai'Sa,Alistar,Rumble,Kindred,Twisted Fate,Aphelios,Thresh,1
NA1/3786521325,Aatrox,Udyr,Yone,Seraphine,Rell,Malphite,Jarvan IV,Viktor,Xayah,Rakan,0
ESPORTSTMNT03/1760939,Renekton,Nidalee,Azir,Kai'Sa,Poppy,Volibear,Taliyah,Zoe,Lucian,Rell,0
ESPORTSTMNT03/1750856,Gnar,Lillia,Azir,Kai'Sa,Pantheon,Kennen,Graves,Zoe,Jhin,Nautilus,0
NA1/3785943375,Shen,Graves,Orianna,Senna,Tahm Kench,Camille,Olaf,Viktor,Kai'Sa,Lulu,0
NA1/3786502228,Camille,Lillia,Galio,Ezreal,Rell,Gangplank,Hecarim,Orianna,Senna,Rakan,0
NA1/3786232791,Jax,Olaf,Seraphine,Ezreal,Rell,Camille,Udyr,Kayle,Senna,Karma,0
NA1/3786172695,Camille,Udyr,Ryze,Senna,Maokai,Volibear,Dr. Mundo,Orianna,Miss Fortune,Galio,0
NA1/3786233052,Volibear,Taliyah,Karma,Draven,Thresh,Gnar,Elise,Orianna,Kai'Sa,Rell,1
NA1/3785943725,Gragas,Lillia,Yone,Miss Fortune,Nautilus,Malphite,Graves,Syndra,Senna,Tahm Kench,1
NA1/3786502638,Aatrox,Udyr,Yone,Kai'Sa,Alistar,Sylas,Dr. Mundo,Tristana,Senna,Galio,0
NA1/3786173053,Volibear,Skarner,Azir,Kai'Sa,Rakan,Gnar,Elise,Yone,Ezreal,Rell,0
NA1/3786503021,Camille,Hecarim,Azir,Senna,Leona,Malphite,Olaf,Yone,Kai'Sa,Galio,0
NA1/3786173378,Wukong,Olaf,Zoe,Ezreal,Rell,Darius,Trundle,Viktor,Xayah,Rakan,0
ESPORTSTMNT06/1570419,Volibear,Graves,Syndra,Kai'Sa,Leona,Gragas,Olaf,Orianna,Xayah,Sett,0
EUW1/5094013201,Garen,Udyr,Zoe,Jhin,Thresh,Darius,Karthus,Corki,Sivir,Leona,1
ESPORTSTMNT06/1570421,Gnar,Udyr,Neeko,Kai'Sa,Alistar,Wukong,Lillia,Galio,Xayah,Rakan,1
EUW1/5093763746,Garen,Graves,Azir,Kai'Sa,Braum,Kennen,Udyr,Corki,Lucian,Alistar,1
ESPORTSTMNT06/1570422,Aatrox,Lillia,Zoe,Vayne,Thresh,Karma,Udyr,Yone,Kai'Sa,Galio,1
ESPORTSTMNT03/1761122,Aatrox,Udyr,Syndra,Xayah,Thresh,Irelia,Jarvan IV,Azir,Kai'Sa,Nautilus,1
ESPORTSTMNT06/1580308,Renekton,Graves,Ryze,Seraphine,Nautilus,Volibear,Hecarim,Twisted Fate,Xayah,Rell,0
EUW1/5094094356,Renekton,Lillia,Viktor,Vayne,Rell,Volibear,Nocturne,Orianna,Kai'Sa,Alistar,1
ESPORTSTMNT03/1751009,Wukong,Nidalee,Yone,Jhin,Leona,Aatrox,Graves,Ryze,Xayah,Rell,1
ESPORTSTMNT06/1580331,Gnar,Lillia,Lucian,Miss Fortune,Gragas,Ornn,Skarner,Orianna,Xayah,Rell,0
ESPORTSTMNT03/1751026,Mordekaiser,Ivern,Yone,Kai'Sa,Nautilus,Gragas,Graves,LeBlanc,Vayne,Alistar,0
ESPORTSTMNT03/1751052,Gragas,Graves,Orianna,Aphelios,Alistar,Kennen,Udyr,Azir,Jhin,Rell,1
ESPORTSTMNT05/1822196,Gnar,Hecarim,Orianna,Kai'Sa,Alistar,Cho'Gath,Kindred,Twisted Fate,Senna,Sett,0
ESPORTSTMNT03/1751084,Gnar,Udyr,Ryze,Kai'Sa,Alistar,Gangplank,Olaf,Viktor,Xayah,Leona,0
ESPORTSTMNT05/1822199,Gragas,Kindred,Syndra,Jhin,Alistar,Sett,Lillia,Irelia,Miss Fortune,Rell,0
ESPORTSTMNT03/1751121,Aatrox,Shyvana,Jayce,Ezreal,Alistar,Sion,Nidalee,Zoe,Kai'Sa,Leona,0
ESPORTSTMNT03/1751146,Renekton,Nidalee,Viktor,Xayah,Rakan,Gnar,Lillia,Syndra,Draven,Rell,1
ESPORTSTMNT03/1751159,Gragas,Skarner,Orianna,Aphelios,Thresh,Rumble,Udyr,Yone,Kalista,Blitzcrank,0
ESPORTSTMNT03/1751168,Renekton,Olaf,Twisted Fate,Ezreal,Nautilus,Quinn,Lillia,Ryze,Kai'Sa,Rell,0
ESPORTSTMNT05/1822205,Gnar,Taliyah,Ziggs,Samira,Rell,Malphite,Jarvan IV,Azir,Jhin,Gragas,1
ESPORTSTMNT03/1751207,Gnar,Lillia,Vayne,Seraphine,Senna,Irelia,Udyr,Galio,Xayah,Nautilus,0
ESPORTSTMNT03/1751228,Gnar,Lillia,Lucian,Ezreal,Seraphine,Gangplank,Kayn,Zoe,Senna,Tahm Kench,1
ESPORTSTMNT03/1751247,Gragas,Taliyah,Tristana,Samira,Alistar,Aatrox,Graves,Syndra,Kai'Sa,Leona,0
ESPORTSTMNT03/1751266,Aatrox,Gragas,Zoe,Samira,Leona,Gangplank,Graves,Syndra,Kai'Sa,Galio,0
NA1/3786268922,Maokai,Hecarim,Tristana,Kai'Sa,Bard,Aatrox,Gragas,Azir,Samira,Alistar,0
NA1/3786118815,Malphite,Olaf,Viktor,Senna,Tahm Kench,Gragas,Graves,Syndra,Kog'Maw,Lulu,0
NA1/3786019263,Camille,Graves,Twisted Fate,Ezreal,Braum,Shen,Nocturne,Galio,Kai'Sa,Rakan,1
NA1/3786388662,Shen,Graves,Zoe,Kai'Sa,Thresh,Renekton,Taliyah,Yone,Xayah,Leona,0
NA1/3786019565,Aatrox,Lillia,Twisted Fate,Senna,Rell,Ornn,Hecarim,Kassadin,Aphelios,Thresh,0
NA1/3786119262,Gragas,Graves,Ryze,Kai'Sa,Leona,Malphite,Olaf,Syndra,Samira,Alistar,1
NA1/3786219122,Aatrox,Lillia,Syndra,Senna,Tahm Kench,Shen,Hecarim,Ekko,Kai'Sa,Blitzcrank,0
NA1/3786389096,Gangplank,Udyr,Zilean,Kalista,Thresh,Aatrox,Graves,Viktor,Kai'Sa,Alistar,1
NA1/3786219464,Maokai,Hecarim,Irelia,Vayne,Yuumi,Sylas,Lillia,Tristana,Ezreal,Gragas,0
ESPORTSTMNT03/1751540,Gangplank,Graves,Ryze,Aphelios,Thresh,Gnar,Lillia,Orianna,Kai'Sa,Nautilus,0
ESPORTSTMNT06/1570484,Gragas,Graves,Orianna,Senna,Tahm Kench,Sett,Hecarim,Taliyah,Kai'Sa,Rell,1
ESPORTSTMNT03/1751571,Cho'Gath,Graves,Viktor,Kai'Sa,Leona,Jayce,Jarvan IV,LeBlanc,Aphelios,Thresh,1
ESPORTSTMNT05/1822210,Ornn,Hecarim,Syndra,Jhin,Thresh,Volibear,Kindred,Orianna,Kai'Sa,Nautilus,1
ESPORTSTMNT03/1751609,Aatrox,Lillia,Orianna,Sivir,Alistar,Gangplank,Olaf,Ekko,Vayne,Rell,1
ESPORTSTMNT03/1751616,Gnar,Lillia,Ekko,Varus,Sett,Jayce,Hecarim,Zoe,Senna,Rumble,0
ESPORTSTMNT06/1570513,Fiora,Kha'Zix,Karma,Kai'Sa,Rakan,Jax,Jarvan IV,Orianna,Vayne,Galio,0
ESPORTSTMNT05/1822216,Gnar,Hecarim,Viktor,Kai'Sa,Rell,Malphite,Jarvan IV,Orianna,Samira,Gragas,0
ESPORTSTMNT03/1751632,Malphite,Olaf,Azir,Senna,Galio,Gnar,Lillia,Corki,Aphelios,Thresh,1
ESPORTSTMNT03/1751635,Gragas,Udyr,Syndra,Xayah,Leona,Gangplank,Lillia,Orianna,Miss Fortune,Alistar,1
ESPORTSTMNT06/1580414,Aatrox,Hecarim,Syndra,Samira,Rell,Darius,Jarvan IV,Sylas,Miss Fortune,Thresh,1
ESPORTSTMNT03/1751668,Gnar,Dr. Mundo,Azir,Senna,Rell,Irelia,Udyr,Viktor,Kai'Sa,Alistar,1
